name,ppv,pph
EXVALS PLUS 10MG/160MG/25/28CP,"197,90","130,76"
EXVALS PLUS 5MG/160MG/12.5/28C,"182,10","120,30"
EXVALS PLUS 5MG/160MG/25/28CP,"185,20","122,37"
EYE ANTICERNE DORE,"190,00","126,67"
EYE ANTICERNE ROSE,"190,00","126,67"
EYEGEL PLUS,"135,00","94,50"
EYELINER BRUN EYE CARE,"101,00","67,34"
EYESTIL PLUS COLLYRE 10ML,"159,50","111,66"
EYEVISC,"113,60","79,54"
EYLEA 2MG,"5 847,00","5 447,82"
EYLINER  BLEU EYE CARE,"101,00","67,34"
EZIUM 20MG B14,"76,70","50,67"
EZIUM 20MG B28,"135,10","89,26"
EZIUM 20MG B7,"43,00","28,42"
EZIUM 40MG B14,"111,40","73,60"
EZIUM 40MG B28,"195,30","129,06"
EZIUM 40MG B7,"63,30","41,80"
F-TABS BTE/50 CPS,"123,00","86,10"
FACE MASQUE,"8,10","8,05"
FADOF 10MG BTE/28 CPS,"335,00","235,93"
FADOF 15MG BTE/28 CPS,"383,00","269,18"
FARMODOXI 100MG BT/10,"21,90","14,49"
FARMODOXI 200MG BT/10,"37,20","24,58"
FAZOL CREME,"22,80","15,06"
FAZOL OVULES,"43,30","28,59"
FBOOST B30,"267,50","187,26"
FEBRATE 160MG B30,"113,40","74,93"
FEBREX ADULTE / 8 SACHETS,"19,60","12,96"
FEBREX ADULTE SS SUCRE/8 SACH,"18,70","12,35"
FEBREX ENFANT / 8 SACHETS,"17,70","11,72"
FEBULIV 40MG CPS B30,"103,50","68,39"
FEBULIV 80MG CPS B30,"175,40","115,92"
FEEL FULL SUBLINGU SPRAY 20ML,"150,00","105,00"
FELDENE 20 MG B15,"55,80","36,85"
FELDENE 20MG SUPP B10,"53,20","35,16"
FELDENE D20 MG X 10 COMP    BK,"39,00","25,75"
FELDENE D20 MG X 5 COMP     BK,"21,00","13,88"
FELDENE FAST 20MG/20CPS     BK,"73,70","48,71"
FEMARA 30CP NOVARTIS        BK,"1 116,00","784,61"
FEMIFER FER-B9 30 GELULES,"79,00","55,31"
FEMILYANE PH8 200ML,"79,00","55,30"
FEMILYANE PHYSIO,"83,00","58,10"
FEMIPATCH B3,"79,50","55,66"
FENAC 100MG/10 SUP,"28,10","18,58"
FENAC 50MG/30 CPS,"41,30","27,26"
FENAC GEL 1%  50G,"37,60","24,88"
FENOGAL 200MG  /30GEL,"99,50","65,77"
FENOLAX B30,"69,00","48,30"
FENOSUP 160MG/30GEL,"113,40","74,93"
FENTANYL 0.1MG/2ML/5,"33,40","22,04"
FENTANYL 0.5MG/10ML/10,"270,00","190,38"
FENTANYL MYLAN 500UG/10ML/10,"270,00","190,38"
FER PLUS B9 B30,"79,00","55,31"
FER-C-VIT,"94,00","65,80"
FERACTIV GELULES B30,"85,00","59,50"
FERACTIV SIROP 150ML,"95,00","66,50"
FERANAT GELS B30,"149,00","104,30"
FERAPLUS,"91,00","63,70"
FERFOLYA,"109,90","76,93"
FERIC B9,"79,00","55,31"
FERIMAT,"128,00","89,60"
FERINJECT 50MG/ML 10ML B1,"1 371,00","1 071,08"
FERIVINE 20MG / ML INJ B5,"228,00","151,17"
FERIVINE 20MG/ML/1 INJ,"57,20","37,78"
FERLIPO B30,"125,50","87,86"
FERLUX B30,"79,60","55,72"
FERMED 100MG/5ML,"228,00","151,14"
FERMOL 1L,"37,50","25,00"
FEROMAX 20MG INJ B5 AMPS,"228,00","150,96"
FERONTYL GELS B30,"95,00","66,50"
FEROSOMAL BTE/30 GELULLES,"114,00","79,80"
FEROZEN B9 / 30 GELS,"56,00","39,20"
FERPLEX 40MG / 15ML,"56,10","37,05"
FERPLEX FOL AB B10,"87,90","58,05"
FERRIFORM B30,"89,00","62,30"
FERROLINE B30,"85,00","59,50"
FERROLINE B9 B30,"86,00","60,20"
FERROLINE KIDS SIROP 150ML,"89,00","62,30"
FERSANG,"145,00","101,51"
FERTIBIOL,"489,20","342,46"
FERYL B30,"89,90","62,93"
FERYL B60,"135,00","94,50"
FIBOCARE FLACON 300G,"95,00","66,50"
FIBROCARD 180MG/30 CPS,"100,00","66,07"
FIBROCARD 240MG/30GELLES    BK,"81,00","53,51"
FIBRON-SF,"49,50","34,66"
FIDOU 1ERE AGE 400G,"84,50","71,82"
FIDOU 2ER AGE 400G,"84,50","71,82"
FILTRUM B30,"65,00","45,50"
FINASTERIDE 5 MG 30CPS,"177,60","117,33"
FITOBIMBI APPETIT/R,"84,00","58,80"
FITOBIMBI FER  SIROP,"84,00","58,80"
FITOBIMBI GAZ GTTES /R,"84,00","58,80"
FITOBIMBI GAZ SIROP,"84,00","58,80"
FITOBIMBI IMMUNITE SP,"84,00","58,80"
FITOBIMBI MULTIVITAMINES SP,"99,00","69,30"
FITOBIMBI NEZ GORGE/R,"79,00","55,30"
FITOBIMBI SOMMEIL SIROP/R,"84,00","58,80"
FITOBIMBI SPRAY GORGE,"79,50","55,66"
FITOBIMBI TRANSIT SOLUTION BUV,"84,00","58,80"
FITOBRON SIROP 100ML,"69,00","48,30"
FITOFER 30 CPS/R,"79,80","55,86"
FITOFER PRONATAL B30,"99,50","69,66"
FITOFER SIROP 200ML /R,"89,00","62,30"
FITOLAT 30 CPS,"89,50","62,66"
FITOPOLIS AD 150ML/R,"79,50","55,66"
FITOPOLIS AD 250ML/R,"99,50","69,66"
FITOPOLIS B30/R,"64,50","45,16"
FITOPOLIS CP A SUCER/16,"59,50","41,66"
FITOPOLIS CP A SUCER/8,"35,00","24,50"
FITOPOLIS ENF 150ML/R,"79,50","55,66"
FITOPOLIS ENF 250ML/R,"99,50","69,66"
FITOPOLIS SPRAY 25ML,"89,50","62,66"
FITORAX AD 125ML,"49,90","34,93"
FITORAX AD 200ML,"79,90","55,93"
FITORAX CPS A SUCER B10,"49,50","34,66"
FITORAX CPS A SUCER B20,"79,50","55,66"
FITORAX ENFANT  SP,"79,90","55,92"
FITORAX ENFANT 125ML,"49,90","34,93"
FITORAX SPRAY GORGE AD 30ML,"89,50","62,66"
FITORAX SPRAY GORGE ENF 30ML,"89,50","62,64"
FITORMIL OVUL 10X3G,"120,00","84,00"
FIXACAFE VERT B30,"99,00","66,00"
FIXACALCIUM B30,"89,00","62,30"
FIXAFER B30,"119,00","83,30"
FIXAGAZ B30,"78,00","54,60"
FIXAGYN,"79,80","55,87"
FIXALEVURE ET SELENIUM B30,"99,00","69,30"
FIXAMAG B30,"99,00","69,30"
FIXAPIL B60,"240,00","168,00"
FIXAPIL LOTION ANTICHUTE 75ML,"257,10","180,00"
FIXASPIRULINE B60,"144,00","96,01"
FIXAVITA B30,"99,00","69,30"
FIXAZEN B30,"165,00","115,50"
FIXAZINC B60,"189,00","132,30"
FIXODENT PRO SOIN CONFORT 47G,"56,00","39,20"
FIXODENT PRO SOIN NEUTRE 47G,"56,00","39,20"
FIXODENT PRO SOIN RAFRAICHISSA,"56,00","39,20"
FIXTEARS GOUTTES FL 10ML,"160,00","106,63"
FLABAL B30,"79,90","55,97"
FLAGYL 250MG/20COPS..,"23,40","15,50"
FLAGYL 500 MG BT 20 COMP..,"46,50","30,75"
FLAGYL FL 120 ML SUSP BUV..,"30,70","20,31"
FLAGYL OVULES 500MG..,"33,90","22,41"
FLAMIX 15MG/ 14 CPS,"50,80","33,58"
FLAMIX 7.5MG/14CPS,"33,80","22,36"
FLAMMAZINE 50G CREME PM,"62,40","41,23"
FLAVIA PLUS B30,"125,00","87,50"
FLECAINIDE 100MG/30 CP,"70,50","46,58"
FLEX-TONIC 15 CPS,"96,80","67,76"
FLEX-TONIC 30 CPS,"199,00","139,31"
FLEXAJONT BOOST/30 SACHETS,"249,00","174,30"
FLEXAJONT PLUS /30 GELULES,"199,00","139,31"
FLEXANAT BAUME 10G,"19,00","13,30"
FLEXANAT GELS B30,"149,00","104,30"
FLEXANAT HUILE 50ML,"79,00","55,31"
FLEXANAT POMMADE 150G,"149,00","104,29"
FLEXANAT POMMADE 50G,"59,00","41,32"
FLEXANAT SPRAY HERBAL 112ML,"109,00","76,31"
FLEXANAT SPRAY NITRON 75ML,"69,00","48,28"
FLEXEN SUPPO 100MG,"29,70","19,64"
FLEXILIUM /30 GELULES,"128,00","89,60"
FLEXIMAX B30,"149,00","104,30"
FLEXIMAX B60,"280,00","196,01"
FLEXIVITA CREME 100ML,"129,00","90,30"
FLEXIVITA PRO GELS B30,"149,00","104,30"
FLEXIVITA PRO GELS B60,"280,00","196,01"
FLEXOFYTOL 60 CAPS,"239,50","167,66"
FLEXOFYTOL B30,"149,70","104,80"
FLIXONASE 50MCG 120 DOSES   BK,"115,50","76,31"
FLIXONASE 50MCG 60 DOSES    BK,"64,70","42,75"
FLIXOTIDE 125MG INHAL,"125,00","82,58"
FLIXOTIDE 250 AEROSOL,"150,00","99,11"
FLOCIP 250MG/10CPS,"45,80","30,26"
FLOCIP 500MG/10CPS,"74,30","49,10"
FLONOX 250MG B12,"37,80","24,98"
FLONOX 500MG B12,"72,70","48,04"
FLORAFIT B30,"84,50","59,16"
FLORAPLUS UNID 5ML B5,"148,00","103,61"
FLORAPROBIOTIC BTE10 SACHETS,"119,00","83,04"
FLORAVISION HA 0.3% HYALURONIQ,"110,00","77,00"
FLORAVISION OEIL ROUGE,"110,00","77,00"
FLORINELLE GEL 125ML,"59,90","41,93"
FLORINELLE GEL 200ML,"76,90","53,83"
FLOSINAT GELS B30,"149,00","104,30"
FLOTRAL 10MG/10CPS,"53,40","35,30"
FLOTRAL 10MG/30CPS,"137,90","91,12"
FLOWAIR 10MG B30,"210,00","138,75"
FLOWAIR 4MG  B30,"196,40","129,76"
FLOWAIR 5MG  B30,"206,00","136,76"
FLOWMOVE BTE/30 GELULES,"95,00","66,49"
FLOXAM 250 MG /100 ML.,"63,90","42,24"
FLOXAM 250 MG SP.60ML,"38,80","25,63"
FLOXAM 500MG 16 GELULES.,"80,20","52,98"
FLOXAM 500MG 24 GELULES.,"108,80","71,87"
FLOXEDOL 3MG/ML,"34,70","22,92"
FLOXIA ANTI-VERGETURE 125ML,"238,50","159,00"
FLOXIA CREME EXFOLIANTE ANTI A,"300,00","199,99"
FLOXIA CREME REGENERANTE,"165,00","109,99"
FLOXIA ECRAN INVISIBLE 50+,"213,00","142,00"
FLOXIA ECRAN TEINTE 50+,"213,00","142,00"
FLOXIA EMULSION HYDRATANTE,"208,50","139,00"
FLOXIA GEL PURIFIANT P GRASSE,"195,00","130,00"
FLOXIA MICRO EMULSION ECLAIR,"270,00","180,00"
FLOXIA SAVON EXFOLIANT BLEU,"96,00","64,00"
FLOXIA SAVON EXFOLIANT ECLAI,"96,00","64,00"
FLOXIA SERUM CAPILLAIRE REVITA,"270,00","180,00"
FLOXIA SHAMP CHEVEUX GRAS,"147,00","97,99"
FLOXIA SHAMP CHEVEUX SECS,"147,00","97,99"
FLOXIMAT 10 CPS,"51,70","34,14"
FLOXIMAT 20 CPS,"84,20","55,63"
FLOXYFRAL 100MG / 15CPS     BK,"89,10","58,85"
FLUCAZOL 150MG /2 GEL,"32,70","21,61"
FLUCAZOL 150MG /4 GEL,"46,70","30,87"
FLUCAZOL 150MG/1CPS,"16,10","10,66"
FLUCONAZOL 2MG/ML IV 50ML,"133,60","88,30"
FLUCTINE,"46,70","30,87"
"FLUDEX 1,5 MG X 30 CP","68,90","45,52"
FLUIBRON SP,"28,00","18,48"
FLUIDE HYDRATANT ALPHA BB,"98,90","65,90"
FLUMAX 4000UI B2,"110,20","72,82"
FLUMAX 6000UI B2,"134,60","88,93"
FLUMISOL 200ML VETER.,,
FLUOCARIL BI-FLUORE BAIN DE BO,"70,00","49,00"
FLUOCARIL DENTIFRICE 75 ML,"54,90","38,42"
FLUOCARIL FI DENTAIRE AU FLUOR,"70,00","49,00"
FLUOMIZIN 10MG B6,"90,10","59,53"
FLUOXET 20 MG / 30 GEL,"168,20","111,14"
FLUOXET 20MG 10 GELULES     BK,"66,70","44,09"
FLUOXET 20MG B60,"278,00","195,30"
FLUPEN 250MG/5ML  60ML,"31,80","20,99"
FLUPEN 250MG/5ML 100ML,"42,00","27,78"
FLUPEN 500MG/12GELS,"32,70","21,61"
FLUPEN 500MG/24GELS,"62,60","41,37"
FLUSTAPH 125MG,"21,90","14,49"
FLUSTAPH 250MG,"44,80","29,58"
FLUSTAPH 500MG / 12 GEL,"37,20","24,58"
FLUSTAPH 500MG /24 GEL,"67,70","44,71"
FLUZOFT 20 / 14CPS,"77,60","51,25"
FLUZOFT 20 X 28 CPS,"140,20","92,62"
FOLFEED M 100ML,"427,20","299,00"
FOLIFER 150MG / 28GELS,"46,70","30,87"
FOLIKAI CP C30,"72,50","50,72"
FOLIO B120,"137,00","95,90"
FOLIONORM GTTS 30ML,"99,50","69,66"
FOLISITOL 30 STICK STS,"164,00","114,80"
FOLITAN B30,"75,50","52,86"
FOLIVAT GELS B30,"78,50","54,96"
FONDERMA EMULSION,"13,30","8,77"
FONDERMA SOLUTION,"14,50","9,60"
FONGICAN 150MG/1GEL,"20,40","13,46"
FONGICAN 150MG/3 GELS,"47,70","31,52"
FONGICAN 150MG/4GELS,"63,50","41,99"
FONGICAN 150MG/7 GELS,"105,60","69,77"
FONTACTIV COMP VANIL PDRE 400G,"180,00","144,00"
FONTACTIV COMPLETE VANIL 200ML,"42,00","28,01"
FONTACTIV LIQUIDE CHOCOLAT 200,"42,00","28,01"
FORACORT 200 INH 120 DOSES,"189,50","125,21"
FORACORT 400 INH 120 DOSES,"225,00","148,66"
FORADIL X 30 CAPSULES       BK,"172,20","113,75"
FORCAPIL GELULES,"240,00","160,01"
FORCAR /30 GELULES,"59,50","41,66"
FORCAR /45 GELULES,"78,80","55,14"
FORCE G NATURELLE GELS B30,"179,00","125,30"
FORCE G POWER AMP BUVABLE B10,"129,00","90,30"
FORCE G STIMULANT B/10 AMP BUV,"109,00","76,30"
FORLAX PDRE SOL STS B/20.,"68,70","45,39"
FORMOTEROL,"215,00","142,25"
FORTE DIGEST BALLONEMENT GELS B15,"79,90","55,93"
FORTE MAG BTE/28 CPS,"70,00","46,68"
FORTIMEL EXTRA - ABRICOT,"40,00","28,01"
FORTIMEL EXTRA NEUTRE 200ML,"44,00","37,40"
FORTIMEL FRAISE,"50,40","42,84"
FORTIMEL FRUIT DE LA FORET 200,"44,00","37,40"
FORTIMEL VANILLE,"50,40","42,84"
FORTIQURE BOOST STS B5,"79,00","55,31"
FORTIQURE BTE/10 SACHETS,"69,00","48,30"
FORTIVISION LUTEINE / 30 CPS,"190,00","133,00"
FORTONE GELULES B30,"135,90","95,12"
FORTRANS X 4 SACHETS .,"132,90","87,81"
FORTZAAR 100/12.5MG/28CPS   BK,"140,20","92,62"
FORTZAAR 100MG/25MG/28CPS   BK,"234,00","154,73"
FORVITINE  SP,"75,00","52,50"
FORXIGA 10MG B28,"419,00","294,71"
FOSAVANCE 70MG/5600UI/4     BK,"180,90","119,55"
FOSEAL 800MG B180,"808,00","568,32"
FOSTER 100UG /6UG POUDRE 120,"387,00","272,25"
FOSTER 100UG-6UG  SPRAY     BK,"291,00","204,89"
FPUR  100ML,"129,00","86,00"
FRADIOLEX  CREME,"69,00","48,30"
FRADIOLEX B30,"95,00","66,50"
"FRAKIDEX 7,5ML COLLYRE      BK","23,00","15,21"
FRAKIDEX POMMADE OPHTA      BK,"19,40","12,83"
FRANCE LAIT 1,"69,50","59,08"
FRANCE LAIT 2,"69,50","59,08"
FRANCE LAIT 3,"59,50","50,57"
FRANCE LAIT AR,"65,00","55,25"
FRANCE LAIT CONFORT 2,"79,00","67,15"
FRANCE LAIT PRE,"82,50","70,13"
FRAXIPARINE 0.3 ML INJ      BK,"76,40","50,48"
FRAXIPARINE 0.4ML B 2,"72,00","50,56"
FRESUBIN DB PECHE 200ML,"50,40","42,84"
FRESUBIN DB VANILLE 200ML,"43,50","36,97"
FRESUBIN FBR CAPPUC 200ML,"43,50","36,97"
FRESUBIN FBR CHOCO  200ML,"50,40","42,84"
FRESUBIN PECHE ABRICOT,"43,50","36,97"
FRESUBIN VANILLE FL 200ML,"50,40","42,84"
FUCIDINE CP 250MG           BK,"125,70","83,03"
FUCIDINE CREME 2% TUBE 15G,"37,10","24,52"
FUCIDINE POMMADE 2% TUBE 15G,"37,10","24,52"
FUCIDINE SP 250MG,"210,00","139,25"
FUMAFER 100 COMPRIMES,"23,40","15,50"
FUNGILYS 1% CREME 50 G,"28,50","18,84"
FUNGILYSE 150 MG X 3 OVULES,"39,20","25,93"
FUNGILYSE CREME TUBE 25 G,"15,20","10,07"
FUNGILYSE OVULE 100 MG X 6 OV,"24,70","16,31"
FURILAN 20 COMPRIMES,"20,00","13,21"
FURILAN 5 AMP INJ 2 ML,"19,60","12,95"
G-WARTS 5% CREME B/12 SACHETS,"391,00","275,28"
GABAMOX 300MG/30GELS        BK,"109,10","72,06"
GABAMOX 400MG/30GELS,"155,10","102,50"
GABLINE STH 150MG B56,"311,00","218,67"
GABLINE STH 25MG B56,"109,70","72,48"
GABLINE STH 300MG B56,"448,00","314,74"
GABLINE STH 75MG B56,"234,00","154,85"
GALVUS 50MG/60 CP SIMPLE    BK,"390,00","274,13"
GALVUS MET 50/1000MG/60CP,"390,00","274,13"
GALVUS MET 50/500MG/60CP,"390,00","273,99"
GALVUS MET 50/850MG /60CP,"390,00","274,13"
GANFORT 0.3MG 5MG / 3ML,"212,00","140,42"
GANT D EXAMEN MED,"214,80","143,18"
GANT D EXAMEN SMALL,"9,20","6,11"
GANT NON STERILE JETTABLE B100,"75,00","50,00"
GANT STERIL 7.5 CPM,"8,70","5,80"
GANT STERIL N8,"8,30","5,80"
GANT STERILISE 6 1/2,"18,30","12,17"
GANT STERILISE 7,"18,30","12,17"
GANTS EN LATEX,"102,30","68,18"
GANTS N 7.5,"5,80","4,09"
GANTS N S 6/50  B 50,"3,70","2,44"
GANTS STERILE 6.5,"6,30","4,43"
GANTS STERILE 7,"6,20","4,32"
GANTS STERILS N 7/50 B 50,"3,70","2,44"
GANTS STERILS N 8,"5,80","4,09"
GAPHINE 150MG B60,"262,00","173,16"
GAPHINE 25MG B90,"149,50","98,81"
GAPHINE 75MG B60,"187,30","123,77"
GAPREX 150MG B60,"271,00","190,40"
GAPREX 25MG B60,"102,10","67,44"
GAPREX 75MG B60,"191,60","126,60"
GARDENAL 10MG 80 CPRS,"36,00","23,81"
GARDENAL 40MG INJ B1,"77,30","51,06"
GARDENAL 50MG/B30CPS,"11,30","7,47"
GARROT DE SAND FORD,"1,00","0,67"
GASTINAT B30,"85,50","59,86"
GASTROGEL COMPRIMES,"14,30","9,45"
GASTROGEL SUSPENSION,"19,10","12,60"
GASTROLAX ADULT,"80,00","56,00"
GASTROLAX ENFANT,"80,00","56,00"
GASTRONORM BTE/30 GELULES,"80,00","56,00"
GAVILOX BTE/24 CPS,"74,00","51,80"
GAVISCON ADVANCE ANIS,"45,20","29,88"
GAVISCON ADVANCE MENTHE,"45,20","29,88"
GAVISCON COMPRIME B20,"40,20","26,55"
GAVISCON DOUBLE ACTION B16,"51,10","33,78"
GAVISCON DOUBLE ACTION MENTHE,"63,00","41,65"
GAVISCON STS 10ML/20,"92,40","61,05"
GEL 5L CPM,"143,20","95,46"
GEL D'ECHOGRAPHIE 5KG,"136,40","95,46"
GEL DE TOILETTE SURGRAS DERMAG,"118,50","79,01"
GEL HYDRO-ALCOOLIQUE 500ML,"143,20","95,46"
GEL HYDROALCOOLIQUE 300ML,"35,00","30,10"
GEL HYDROALCOOLIQUE 50ML,"15,00","12,00"
GEL HYDROALCOOLIQUE 70% 100ML,"20,00","15,80"
GEL HYDROALCOOLIQUE 70% 250ML,"29,00","22,91"
GEL LARMES 10G,"38,30","25,32"
GEL NETTOYANT 2 EN 1 NATUREL B,"119,30","79,54"
GEL OTC 1L,"99,60","78,68"
GEL SURGRAS NATUREL ALPHA BB,"98,90","65,90"
GEL TC 2000 30ML,"165,00","110,00"
GEL-SHAMPOOING OTC PEDIATIQUE,"88,50","59,00"
GELACTIV C,"279,10","186,05"
GELEE ROYALE BTE/30 GELULES,"83,00","58,10"
GELEE ROYALE BTE/60 GELULES,"122,00","85,40"
GELEX,"139,00","97,31"
GELIFEN GEL 5G,"100,00","66,67"
GELUPRANE 500MG 16 GELULES,"14,30","9,44"
GEN ONGLE COLOR,"165,00","110,00"
GEN ONGLE INCOLOR,"165,00","110,00"
GENES MAGNESIUM 300,"52,90","37,03"
GENES VIT GROSSESE,"72,90","51,02"
GENES VIT JUNIOR,"44,50","31,16"
GENES VIT MINCEUR,"85,00","59,50"
GENES VIT MULTI,"44,50","31,16"
GENESTIN FORTE,"149,90","104,93"
GENESTIN SPM B30,"129,00","90,30"
GENGISEPT BB  NA,"39,00","27,30"
GENOFER B30,"79,00","55,31"
GENOFER SIROP,"79,00","55,31"
GENOTROPIN 5.3 MG,"1 132,00","832,87"
GENPRESS  5MG/30CPS,"63,00","41,63"
GENPRESS 1.25MG/30CPS,"40,00","26,43"
GENSTAT 10 MG/ 14 CPS       BK,"31,40","20,75"
GENSTAT 10MG B28,"55,20","36,49"
GENTAMICIN-POS COLLYRE,"24,60","16,24"
GENTAMYCINE 120 MG INJ,"21,50","14,20"
GENTAMYCINE 120 X6 AMP INJ,"104,60","69,10"
GENTAMYCINE 160 MG INJ,"26,20","17,29"
GENTAMYCINE 160 MG X6 AMP,"112,00","74,00"
GENTAMYCINE 40 MG INJ,"11,40","7,54"
GENTAMYCINE 80 MG INJ,"16,90","11,14"
GENTAMYCINE 80 MG X 6 AMP INJ,"81,40","53,81"
GENTOSYL 160 MG X 1 AMP,"27,00","17,85"
GENTOSYL 160 MG X 6 AMP,"123,50","81,63"
GENTOSYL 80MG X 6 AMP INJ,"94,50","62,43"
GEPRID 1MG/30CPS,"26,90","17,76"
GEPRID 2MG/30CPS            BK,"40,00","26,42"
GEPRID 3MG/30CPS,"60,00","39,63"
GEPRID 4MG/30CPS            BK,"79,80","52,71"
GEROCOSSEN APRES -SH CHEV COLO,"67,50","45,00"
GEROCOSSEN APRES -SH CHEV NORM,"67,50","45,00"
GEROCOSSEN APRES-CHAMP CH COLO,"75,00","50,00"
GEROCOSSEN APRES-SHAMP CH NORM,"75,00","50,00"
GEROCOSSEN CR CONTOUR DES YEUX,"131,30","87,50"
GEROCOSSEN CR ECLAIRCISSANT,"146,20","97,50"
GEROCOSSEN CR HYDRA JOUR P SEC,"141,00","94,01"
GEROCOSSEN CR HYDRA JOUR PNM,"127,50","85,01"
GEROCOSSEN CR HYDRA NUIT,"131,30","87,50"
GEROCOSSEN CREME ANTI AGE,"131,30","87,50"
GEROCOSSEN ECRAN SOLAIRE SPF50,"195,00","130,01"
GEROCOSSEN NATUREL CR ECLAIRCI,"184,50","123,00"
GEROCOSSEN NATUREL CR HY J PS,"159,00","106,01"
GEROCOSSEN NATUREL CR HYDR PNM,"159,00","106,01"
GEROCOSSEN SHAMP ANTIPELLICULA,"67,50","45,00"
GEROCOSSEN SHAMP CH COLORES,"67,50","45,00"
GEROCOSSEN SHAMP CH GRAS,"67,50","45,00"
GEROCOSSEN SHAMP CH NORMAUX,"67,50","45,00"
GESTARELLE / 15,"50,00","35,00"
GESTARELLE /30 CAPSULES,"109,00","76,31"
GESTEL 200MG B15,"61,70","40,76"
GFAST GEL 120ML,"195,00","136,50"
GINGERAX BTE/20 CPS,"79,50","55,66"
GINGERAX GOUTTES BUV 20ML,"79,50","55,66"
GINGERAX SIROP 150ML,"79,50","55,66"
GINKOLIS CONTOUR DES YEUX 15ML,"248,00","165,34"
GINKOLIS FLUIDE HYDRATANT PROT,"137,00","91,33"
GINKOLIUM CREME MAINS 50ML,"99,00","66,00"
GINKOLIUM LAIT RE-HYDRATANT,"188,00","125,34"
GINKOLIUM PAIN DERMA SURGRAS,"99,00","66,00"
GINMAC B30,"170,00","119,00"
GINMAG 10 AMPOULES 10ML,"124,00","86,81"
GINSA 250MG/30CPS,"84,00","58,80"
GINSAFORCE /20CPS A,"84,00","58,80"
GINSAFORCE /30CPS,"126,50","88,56"
GINSAPLUS  5 MONODOSES 25ML,"164,50","115,16"
GIOTRIF 40MG B28,"19 047,00","18 647,64"
GIROFLOX  250MG/8CPS,"39,50","27,78"
GLARITUS 100UI B1,"106,70","70,50"
GLARITUS 100UI B5,"520,00","365,88"
GLAUTRA 20MG / ML,"89,00","58,79"
GLAUTRA PLUS 20MG/ML,"101,40","67,00"
GLEMA 1MG/30CPS,"20,00","13,21"
GLEMA 2MG/30CPS,"40,00","26,43"
GLEMA 3MG/30CPS,"60,00","39,64"
GLEMA 4MG/30CPS,"68,80","45,44"
GLIMIRYL 2MG B30,"40,00","26,43"
GLIMIRYL 3MG B30,"60,00","39,64"
GLIMIRYL 4MG B30,"68,80","45,44"
GLIPHARM 5MG X 20CP,"17,10","11,33"
GLIPHARM 5MG/60CPS,"33,30","22,03"
GLIPHARM 5MG/90CPS,"46,70","30,86"
GLITEX 15MG/14CPS,"80,00","52,86"
GLITEX 15MG/28CPS,"152,00","100,42"
GLITEX 30MG/14CPS,"118,00","77,97"
GLITEX 30MG/28CPS,"223,00","147,34"
GLOMERID LP1.5MG B30,"29,30","19,36"
GLOVES NON STERILE L B100,"73,10","51,13"
GLOVES NON STERILE M,"78,70","55,09"
GLOVES NON STERILE S B100,"76,00","53,18"
GLUCOPHAGE 1000MG /30CPS,"28,00","18,50"
GLUCOPHAGE 500MG B50,"20,80","13,74"
GLUCOPHAGE 850 MG X 60 CP,"45,20","29,86"
GLUCOPHAGE 850MG X 30 COMP,"23,90","15,80"
GLUCOR 100MG B30,"85,30","56,39"
GLUCOR 50MG B30,"49,70","32,87"
GLUCOSE 10% 500ML POCHE,"20,20","13,32"
GLUCOSE 5% 500ML  SOTHEMA,"19,60","12,96"
GLUCOSE 5% POCHE 500ML LAPROPH,"21,00","13,85"
GLUCOSE 5% SOTHEMA POCHE HOP,,
GLUCOSE HYPER 10%,"15,10","9,96"
GLUCOSE HYPER 30% FL.500ML,"19,80","13,10"
GLUCOVANCE 1000MG/5  30CP,"82,00","54,17"
GLUCOVANCE 500MG/2.5MG/30   BK,"42,00","27,73"
GLUCOVANCE 500MG/5MG/30     BK,"47,40","31,32"
GLURENOR 30MG X 60 CP       BK,"69,00","45,59"
GLUTAFORM SACHETS B20,"199,00","139,31"
GLYAZID COMP BT/20,"29,70","19,62"
GLYAZID COMP BT/60,"83,40","55,13"
GLYCAN 500MG B50,"19,50","12,91"
GLYCAN RET. 850MG X 30CP,"21,40","14,14"
GLYCAN RET. 850MG X 60CP,"38,10","25,21"
GLYCEMAT 80 MG 20 CP,"26,70","17,64"
GLYCEMAT 80 MG 60 CP,"75,00","49,58"
GLYCINE 1.5% 3L POCHE S.A.L.F,"190,50","133,33"
GLYCOCOLLE 1.5% 3000ML,"123,40","86,39"
GLYNORM 0.5MG B30,"49,40","32,63"
GLYNORM 0.5MG B90,"141,50","93,48"
GLYNORM 1MG B30,"51,70","34,15"
GLYNORM 1MG B90,"148,10","97,85"
GLYNORM 2MG B30,"56,80","37,53"
GLYNORM 2MG B90,"153,40","101,35"
GLYSET 1MG/30CPS,"20,00","13,21"
GLYSET 2MG/30CP,"40,00","26,43"
GLYSET 3MG/30CPS,"60,00","39,64"
GLYSET 4 MG/30CPS,"68,80","45,45"
GO BALANCE GEL INTIME 250,"89,00","62,30"
GOLD GEL 250ML,"52,00","36,41"
GOLD PLUS CLEANSER 250ML,"60,00","42,00"
GONAL 75 UI 1 AMP           BK,"266,00","187,11"
GONAL F 450 SERINGUE,"1 343,00","1 043,96"
GONAL F 450 UI B1 STYLO,"1 343,00","1 043,96"
GONAL PEN 900UI,"2 487,00","2 087,79"
GRACIAL CP,"57,20","37,80"
GRIFOLS 20MG/100 ML,"281,00","186,22"
